QuestionText,StudentExplanation,MC_Answer,Category,Misconception,Correctness,row_id,problem_type,tuple_key,Mathematical_Context,Original_Explanation,Mathematical_Context_Reduced,top_1_misconception,top_1_probability,top_2_misconception,top_2_probability,new_misconception
Calculate \( \frac{1}{2} \div 6 \),i think this because i did N3_INVERTED and then flipped it over and multiplied it.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7915],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because i did 1over 6 and then flipped it over and multiplied it.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i think this because i did 1/6 and then flipped it over and multiplied it.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Mult,0.26171082,SwapDividend,0.02190159,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i think this because i did it mentally and that's what i got.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7916],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', ""i think this because i did it mentally and that's what i got."", '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i think this because i did it mentally and that's what i got.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Irrelevant,0.9526899,Mult,0.05505857,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i think this because i did the question on a white board and i got N1 thrid.,\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7640],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because i did the question on a white board and i got 1 thrid.', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this because i did the question on a white board and i got 1 thrid.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.16566637,Mult,0.029160298,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this because i divided N1 and N2 by N3.,\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7641],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because i divided 1 and 2 by 6.', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this because i divided 1 and 2 by 6.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,SwapDividend,0.27514213,FlipChange,0.15821901,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this because i figured it out.,\( 3 \),['False_Neither'],['Irrelevant'],0,[5416],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because i figured it out.', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i think this because i figured it out.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Irrelevant,0.9459325,Mult,0.0145227015,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this because i worked it out,\( 3 \),['False_Neither'],['Irrelevant'],0,[5418],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because i worked it out', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i think this because i worked it out,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Mult,0.019250678,Other,0.0037521364,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this because if you N3 by N2 you get 12 and the numerator stays the same.,\( 3 \),['False_Neither'],['Irrelevant'],0,[5419],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because if you 6 by 2 you get 12 and the numerator stays the same.', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i think this because if you 6 by 2 you get 12 and the numerator stays the same.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Mult,0.4846887,SwapDividend,0.1873057,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this because im smart,\( \frac{1}{3} \),['False_Neither'],['Other'],0,[7645],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because im smart', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this because im smart,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Other,0.1393044,No Misconception,0.017116176,['Other']
Calculate \( \frac{1}{2} \div 6 \),i think this because the number N1 is from random timestables so it must be this.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7918],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because the number 1 is from random timestables so it must be this.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i think this because the number 1 is from random timestables so it must be this.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Irrelevant,0.8127452,Mult,0.07611476,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i think this because we did it.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7919],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because we did it.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i think this because we did it.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Mult,0.5723808,Irrelevant,0.0077656005,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i think this because you can draw a N2 by N3 array shade in F1 and then shade in N3 across (or down),\( \frac{1}{12} \),['True_Neither'],['Irrelevant'],1,[7214],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because you can draw a 2 by 6 array shade in one half and then shade in 6 across (or down)', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this because you can draw a 2 by 6 array shade in 1/2 and then shade in 6 across (or down),F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.50430006,FlipChange,0.02176583,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this because you dont change the denominator,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7920],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this because you dont change the denominator', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i think this because you dont change the denominator,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Mult,0.18565324,SwapDividend,0.09154361,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i think this is because i dividedd N1 and N2 by N3.,\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7648],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this is because i dividedd 1 and 2 by 6.', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this is because i dividedd 1 and 2 by 6.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,SwapDividend,0.41096357,FlipChange,0.20480739,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this is because i used the stick change flipp method.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7923],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this is because i used the stick change flipp method.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i think this is because i used the stick change flipp method.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Mult,0.0652314,FlipChange,0.054173566,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i think this is because you dont change the denominator,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7925],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this is because you dont change the denominator', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i think this is because you dont change the denominator,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Mult,0.25128275,SwapDividend,0.073362164,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i think this is the answer because i new that N2 times N3 is F1xN3_SwapDividend_MIXED but in a fraction that would be FlipChange_SIM2,\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7651],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this is the answer because i new that 2 times 6 is 3 but in a fraction that would be one third', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this is the answer because i new that 2 times 6 is 3 but in a fraction that would be 1/3,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,FlipChange,0.096031964,No Misconception,0.051247083,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this is the correct answer because i divided the denominator by N3 and i left the numerator what got me the answer of CorrectAnswer_UNSIM_MIXED,\( \frac{1}{12} \),['True_Neither'],['Irrelevant'],1,[7230],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this is the correct answer because i divided the denominator by six and i left the numerator what got me the answer of 1/12', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this is the correct answer because i divided the denominator by 6 and i left the numerator what got me the answer of 1/12,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.31114218,SwapDividend,0.017698888,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),"i think this is the snswer because i knew that N2 times N3 is F1xN3_SwapDividend_MIXED, but in a fraction that would be FlipChange_SIM2.",\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7652],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this is the snswer because i knew that 2 times 6 is 3, but in a fraction that would be one third.', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,"i think this is the snswer because i knew that 2 times 6 is 3, but in a fraction that would be 1/3.",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Mult,0.1282062,FlipChange,0.063678026,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think this is thee answer,\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7653],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i think this is thee answer', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i think this is thee answer,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.3564577,Other,0.15120742,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i think you're supposed to guve the sender F1xN3_SwapDividend_MIXED out of N3.,\( 3 \),['False_Neither'],['Irrelevant'],0,[5444],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', ""i think you're supposed to guve the sender 3 out of 6."", '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i think you're supposed to guve the sender 3 out of 6.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Mult,0.34365743,SwapDividend,0.3029927,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i thinkk this is because when you divide a fraction you will do divide by the bottom and times times by t he top and the denominator will be the same.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7932],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i thinkk this is because when you divide a fraction you will do divide by the bottom and times times by t he top and the denominator will be the same.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i thinkk this is because when you divide a fraction you will do divide by the bottom and times times by t he top and the denominator will be the same.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,SwapDividend,0.54201883,Mult,0.3018917,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i thought maybe you times the N2 by N3 which is 18 then that goes in 18 F1xN3_SwapDividend_MIXED times making FlipChange_SIM2,\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7655],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i thought  maybe  you times the 2 by six which is 18  then that goes in 18 three times making  1 over  3', '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i thought maybe you times the 2 by 6 which is 18 then that goes in 18 3 times making 1/3,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,SwapDividend,0.67430264,FlipChange,0.065424904,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i timesed N2 from which gives you 12,\( \frac{1}{12} \),['True_Neither'],['Irrelevant'],1,[7235],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i timesed 2 from which gives you 12', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i timesed 2 from which gives you 12,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.5905269,Mult,0.00040654055,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i tried to do some canceling in my head,\( 3 \),['False_Neither'],['Irrelevant'],0,[5446],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i tried to do some canceling  in my head', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i tried to do some canceling in my head,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,SwapDividend,0.024036577,Mult,0.010548597,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i used divide by the bottom times by the top,\( 3 \),['False_Neither'],['Irrelevant'],0,[5447],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i used divide by the bottom times by the top', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i used divide by the bottom times by the top,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,No Misconception,0.21997155,Mult,0.055811293,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i wasn't sure so i guessed I what I thought it might be,\( 3 \),['False_Neither'],['Irrelevant'],0,[5448],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', ""i wasn't sure so i guessed I what I thought it might  be"", '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i wasn't sure so i guessed I what I thought it might be,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Mult,0.05548202,Other,0.013503096,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i worked it out andd thought it was that.,\( 3 \),['False_Neither'],['Irrelevant'],0,[5449],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i worked it out andd thought it was that.', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i worked it out andd thought it was that.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Irrelevant,0.51073927,Mult,0.25113323,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i worked it out in my head,\( \frac{1}{12} \),['True_Neither'],['Irrelevant'],1,[7240],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i worked it out in my head', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i worked it out in my head,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.56331444,Other,0.05417959,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i worked out that if you keep it and flip it then you will get the answer.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7935],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i worked out that if you keep it and flip it then you will get the answer.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,i worked out that if you keep it and flip it then you will get the answer.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Mult,0.40772182,FlipChange,0.12686732,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),i would not be able to,\( \frac{1}{12} \),['True_Neither'],['Other'],1,[7241],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i would not be able to', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i would not be able to,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Other,0.97029096,No Misconception,0.18703252,['Other']
Calculate \( \frac{1}{2} \div 6 \),i would tell them the answer,\( 3 \),['False_Neither'],['Other'],0,[5451],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'i would tell them the  answer', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i would tell them the answer,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Other,0.4753852,FlipChange,0.008530026,['Other']
Calculate \( \frac{1}{2} \div 6 \),"i'm sure it's b, but i can't remember how to explain it.",\( 3 \),['False_Neither'],['Irrelevant'],0,[5454],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', ""i'm sure it's b, but i can't remember how to explain it."", '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,"i'm sure it's b, but i can't remember how to explain it.",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Mult,0.184745,Irrelevant,0.042922113,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i'm working it out with the bus stop.,\( \frac{1}{3} \),['False_Neither'],['Irrelevant'],0,[7658],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', ""i'm working it out with the bus stop."", '\\( \\frac{1}{3} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,i'm working it out with the bus stop.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,SwapDividend,0.012432586,No Misconception,0.010144881,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i've worked this out with division.,\( 3 \),['False_Neither'],['Irrelevant'],0,[5455],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', ""i've worked this out with division."", '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i've worked this out with division.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,SwapDividend,0.17165813,Mult,0.12369683,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),i've worked this outt with division.,\( 3 \),['False_Neither'],['Irrelevant'],0,[5456],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', ""i've worked this outt with division."", '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,i've worked this outt with division.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,SwapDividend,0.3248343,Mult,0.16352183,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),if you flip the numbers and times it it equals F1xN3_SwapDividend_UNSIM.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7938],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'if you flip the numbers and times it it equals 6over2.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,if you flip the numbers and times it it equals 6/2.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,SwapDividend,0.67784554,Mult,0.15014674,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),if you keep flip change and change N3 to N3/N1.,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7940],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'if you keep flip change and change 6 to 6/1.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,if you keep flip change and change 6 to 6/1.,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,SwapDividend,0.58673,FlipChange,0.09905773,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),if you put them to gethere that is what you get,\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7944],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'if you put them to gethere that is what you get', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,if you put them to gethere that is what you get,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Mult,0.3545834,SwapDividend,0.002159406,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),"in my head, i used the dividing by a fraction tip.",\( \frac{6}{2} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[7945],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'in my head, i used the dividing by a fraction tip.', '\\( \\frac{6}{2} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,"in my head, i used the dividing by a fraction tip.",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,SwapDividend,0.4805933,Mult,0.34674883,"['Irrelevant', 'Incomplete']"
Calculate \( \frac{1}{2} \div 6 \),is it possible to use both b and d since theyy are the same?,\( 3 \),['False_Neither'],['Irrelevant'],0,[5469],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'is it possible to use both b and d since theyy are the same?', '\\( 3 \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,is it possible to use both b and d since theyy are the same?,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:FALSE,Mult,0.04167486,Other,0.016002486,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),it is the only answer that makes logical sense,\( \frac{1}{12} \),['True_Neither'],['Other'],1,[7273],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'it is the only answer that makes logical sense', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,it is the only answer that makes logical sense,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Other,0.34325498,No Misconception,0.10054727,['Other']
Calculate \( \frac{1}{2} \div 6 \),it would be the only one that makes sence,\( \frac{1}{12} \),['True_Neither'],['Irrelevant'],1,[7280],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'it would be the only one that makes sence', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,it would be the only one that makes sence,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.13695066,Other,0.029847912,['Irrelevant']
Calculate \( \frac{1}{2} \div 6 \),its 12 because if N3 times N2 is 12 and the denominator is 12i thought it must be 12,\( \frac{1}{12} \),['True_Neither'],['Irrelevant'],1,[7283],1,"('Calculate \\( \\frac{1}{2} \\div 6 \\)', 'its 12 because if 6 times 2 is 12 and the denominator is 12 i thought it must be 12', '\\( \\frac{1}{12} \\)')",F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,its 12 because if 6 times 2 is 12 and the denominator is 12 i thought it must be 12,F1_NUM_LT_DEN:TRUE | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.428686,Mult,0.0031062504,['Irrelevant']
